lid,name,street,additional,city,province,postal_code,country,latitude,longitude,email,phone,www,source,is_primary
701,,190 Kingston Road,,Teddington,LND,TW11 9JD,gb,51.421393,-0.319427,info@theivy.co.uk,0208 977 8700,www.theivy.co.uk,3,0
702,,133-135 Kew Road,,Richmond,SRY,TW9 2PN,gb,51.465834,-0.2989,info@bodyvie.co.uk,0203 773 7969,www.bodyvie.com,3,0
703,Urban Wellbeing,,,Soho,LND,W1F 0JT,gb,51.513069,-0.135981,book@facecliniclondon.com,0207 851 6624,www.facecliniclondon.com,3,0
704,,19A Cavendish Square,,London,,W1G 0PN,gb,51.516202,-0.145997,cranley@cranleyclinic.com,0207 4993223,www.drnicklowe.com,3,0
705,,27 Devonshire Place,,London,,W1G 6JF,gb,51.522418,-0.150388,info@rowlandpayne.co.uk,020 7224 1228,https://www.thelondonclinic.co.uk/consultants/dr-christopher-m-e-rowland-payne,3,0
707,,140 Harley Street,,London,,W1G 7LB,gb,51.52273,-0.148405,drhaus@drhausdermatology.com,0207 935 6358,www.drhausdermatology.com,3,0
710,,20 Welbeck Street,,London,,W1G 8ED,gb,51.517854,-0.149325,info@thewelbeckclinic.co.uk,020 7486 8100,www.thewelbeckclinic.co.uk,3,0
711,,25 Wimpole Street,,London,,W1G 8GL,gb,51.518721,-0.14827,info@drpragerclinic.com,020 7323 3660,www.drpragerclinic.com,3,0
712,Suite 2,30 Harley Street,,Marylebone,LND,W1G 9PW,gb,51.518492,-0.146518,basim@bm-plasticsurgery.com,020 7637 9595,www.bm-plasticsurgery.com,3,0
713,Progress House,17 Cecil Road,,Altrincham,CHS,WA14 4QN,gb,53.388758,-2.367887,info@re-enhance.com,0800 077 8092,www.re-enhance.com,3,0
714,,5 Victoria Road,,Grappenhall,CHS,WA4 2EW,gb,53.376914,-2.557517,andrew.winter@ntlworld.com,01925 604159,www.andrewwinter.co.uk,3,0
715,Murdishaw Health Centre,Gorsewood Road,,Runcorn,CHS,WA7 6ES,gb,53.324143,-2.662519,info@ezinabeauty.co.uk,01928 713270,Currently not available,3,0
716,,3 Norlands Park,,Widnes,MSY,WA8 5BH,gb,53.393558,-2.743104,joaniem@sky.com,07521 156027,Currently not available,3,0
717,,Mesnes Street,,Wigan,LAN,WN1 1QJ,gb,53.550449,-2.632696,info@northwestaesthetics.co.uk,01925 909003,www.northwestaesthetics.co.uk,3,0
718,,23 Bryn Street,,Ashton-In-Makerfield,LAN,WN4 9AX,gb,53.487588,-2.639095,boutiquedental23@gmail.com,01942 727465,www.boutiquedental23.com,3,0
719,Chase House,"High Green Court, New Hall Street",,Cannock,WMD,WS11 1GR,gb,52.688674,-2.031942,kyrasoulcareaesthetics@yahoo.com,01543 572838,www.soulcareaesthetics.com,3,0
720,,2 Mary Slater Road,,Lichfield,STS,WS13 6FG,gb,52.677316,-1.834015,skingenious.hq@hotmail.com,07790 002219,Currently not available,3,0
721,,2 Compton Road,,Wolverhampton,WMD,WV3 9PH,gb,52.585679,-2.140703,contactus@sknclinics.co.uk,0121 5678100,www.sknclinics.co.uk,3,0
722,,Annesley Bridge,,Dublin,,,gb,53.36023,-6.238247,info@annesleymedical.com,00353 1836 3126,www.annesleymedical.com,3,0
723,The Corn Store,13 St Augustine Street,,Galway,,,gb,53.27213,-9.051461,clinics@bodybenefits.biz,00353 9156 7500,www.bodybenefits.biz,3,0
724,,12 Morehampton Road,,Donnybrook,,,gb,0,0,info@excellencemedical.ie,00353 1232 5528,www.excellencemedical.ie,0,0
725,First Floor,Shamrock Plaza,,Carlow,,,gb,0,0,info@faceworks.ie,00353 5991 86774,www.faceworks.ie,0,0
726,,53  Kilbarrack Road,,Dublin,,,gb,53.388488,-6.151298,info@howthclinic.ie,00353 1806 3200,www.renaissanceskinclinic.ie,3,0
727,,1 Lower Glenageary Road,,Dun Laoghaire,,,gb,53.281372,-6.134932,info@renewclinic.ie,00353 1661 9261,www.renewclinic.ie,3,0
728,,8-9 Molesworth Street,,Dublin,,,gb,53.341237,-6.256805,info@therapieclinic.com,00353 1619 1450,www.therapieclinic.com,3,0
729,,8 Molesworth Street,,Dublin,,,gb,53.341237,-6.256805,info@therapieclinic.com,00353 1619 1450,www.therapieclinic.com,3,0
730,,Main Street,,Kanturk,,,gb,0,0,info@therapieclinic.com,00353 1619 1450,www.therapieclinic.com,0,0
731,,31 Barronstrand Street,,Waterford,,,gb,52.261121,-7.111544,info@therapieclinic.com,00353 1619 1450,www.therapieclinic.com,3,0
732,Skin Clinic,,,Drogheda,,,gb,53.850599,-6.53894,info@theskinclinic.ie,00353 4198 06320,www.theskinclinic.ie,3,0
